route,training_seed,sampling_seed,sequence_id,track,score,wrong_track_score,margin,preference_accuracy
FD-DF-L-AJ-FHC,1234,2345,8f503037c65963ac46ff60251305ce2ae46c27dd542a02536bc43b7c85f98e3e,211_retarget,0.13716073951929122,0.04534603081015863,0.09181470870913258,69.64285714285714
FD-DF-L-AJ-FHC,1234,2345,9045b0021bf6f3105232b222563c8423a77af2b093cb05686fb23752a1758b29,007_retarget,0.18100975426765073,0.0030012171961980145,0.17800853707145278,83.57142857142857
FD-DF-L-AJ-FHC,1234,2345,bd1420c895b88f8b02fbf96f51a0a6acc520370b8a99b158c63da0341dc856e1,019_retarget,0.3015090862062878,0.05010013309180443,0.2514089531144834,89.10714285714286
FD-DF-L-AJ-FHC,1234,2345,efcbe1a6086031ca8f1e75b9218d8bc695bae568557c5eafb0a4c1faffdc6217,012_retarget,0.06785813362289934,0.02138951730147219,0.04646861632142715,58.92857142857143
FD-DF-L-AJ-FHC,1234,3456,04e67b4a773c81c14c482cdc970930ffd5b6f24c31b909ebb92b6c6b2d8b3148,071_retarget,0.20676324059065282,0.04384326544845589,0.16291997514219694,81.07142857142857
FD-DF-L-AJ-FHC,1234,3456,079b368d20901c972c416fe1632d77f36f478a2b5320b1888dc02a343d912343,014_retarget,0.47820686165153503,0.04631362328660834,0.43189323836492666,95.71428571428572
FD-DF-L-AJ-FHC,1234,3456,19249d94dc1ae98405e014eed71cd8f28f9a8f33f8253b4b68b2dab456fd39ab,162_retarget,0.22232209107474338,0.04036109607817593,0.18196099499656745,79.64285714285714
FD-DF-L-AJ-FHC,1234,3456,21e1e00d1bceccdb45cf8c68019db42e5eab7b97889b3139a9ad915120295043,100_retarget,0.392189627076658,0.0008698433937939085,0.391319783682864,97.5
FD-DF-L-AJ-FHC,1234,3456,4c178f413740a16b7bf14421a443f91a891a898a82f75b0028bf522d25a27cdd,008_retarget,0.24452559647915734,0.028307946367639576,0.21621765011151778,81.25
FD-DF-L-AJ-FHC,1234,3456,7283ade72c8d1d42c7874520be9550091334326be6c22f9d50d42b26d513b3b0,184_retarget,0.06576720526931694,0.019918664668401625,0.04584854060091531,56.42857142857143
FD-DF-L-AJ-FHC,1234,3456,84639b8ed1c96f2332abff174c0be805fa61805cd155e5e2830f72989e382bbb,051_retarget,0.06676222563310846,0.02798694333010531,0.03877528230300315,57.14285714285714
FD-DF-L-AJ-FHC,1234,3456,8f503037c65963ac46ff60251305ce2ae46c27dd542a02536bc43b7c85f98e3e,211_retarget,0.0670943425774375,0.016190523629598597,0.05090381894783891,63.57142857142857
FD-DF-L-AJ-FHC,1234,3456,9045b0021bf6f3105232b222563c8423a77af2b093cb05686fb23752a1758b29,007_retarget,0.19384641560560054,0.025662339515054176,0.16818407609054634,81.96428571428571
